categoria,receita,rendimento_original,ingrediente,quantidade,origem
ccs,Caldo de Feijão com Couve 400g,4.0,FEIJÃO CARIOCA,225.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,CEBOLA 258g,50.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,ALHO 65g,6.25,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,folha de louro,5.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,COUVE  FLOR 250g,125.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,azeite de oliva 500ml,5.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,sal,5.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,tempero a gosto,10.0,ABA_RECEITA
ccs,Caldo de Feijão com Couve 400g,4.0,cebolinha 150g,25.0,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,CENOURA 200g,133.333333,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,CEBOLA 258g,40.0,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,ALHO 65g,2.5,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,PEITO DE FRANGO SEM OSSO E SEM PELE,100.0,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,GENGIBRE 185g,0.833333,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,AZEITE DE OLIVA 500ML,5.0,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,SAL,2.5,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,TEMPERO A GOSTO,6.666667,ABA_RECEITA
ccs,"Caldo Frango desfiado, cenoura e gengibri 400g",6.0,AGUA FILTraDA 20L,333.333333,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,CENOURA 200g,200.0,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,CEBOLA 258g,22.727273,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,ALHO 65g,2.727273,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,azeite de oliva 500ml,1.363636,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,LEITE SEM LACTOSE 1L PAULISTA,181.818182,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,CREME DE LEITE SEM LACTOSE 200g,36.363636,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,sal,1.818182,ABA_RECEITA
ccs,Creme de Cenoura 400g,11.0,tempero a gosto,3.636364,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,CEBOLA 258g,26.666667,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,ALHO 65g,3.333333,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,CRAVO DA INDIA,0.111111,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,COUVE  FLOR 250g,222.222222,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,CHEIRO VERDE,13.333333,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,agua filtrada 20l,111.111111,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,"Leite de Arroz 1,250Kg",44.444444,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,NOZ MOSCADA (EM GRÃO),0.555556,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,sal,0.555556,ABA_RECEITA
ccs,Creme de Couve Flor 400g,9.0,azeite de oliva 500ml,1.111111,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,ERVILHA 500g YOKI,260.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,CEBOLA 258g,48.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,ALHO 65g,3.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,Bacon Saudavel 1Kg,80.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,tempero a gosto,1.6,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,azeite de oliva 500ml,3.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,sal,8.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,salsinha 150g,15.0,ABA_RECEITA
ccs,Creme de ervilha com bacon saudavel 400g,5.0,cebolinha 150g,15.0,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,azeite de oliva 500ml,7.5,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,CEBOLA 258g,25.0,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,ALHO 65g,1.25,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,ABÓBORA CABOTIÃ,375.0,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,agua filtrada 20l,250.0,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,sal,2.5,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,tomilho,1.25,ABA_RECEITA
ccs,Sopa de Abóbora e queijo branco 400g,8.0,QUEIJO BRANCO frescal,62.5,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,CHUCHU 494g,222.222222,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,Bacon Saudavel 1Kg,111.111111,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,COUVE  FLOR 250g,27.777778,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,CEBOLA 258g,44.444444,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,ALHO 65g,3.333333,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,AZEITE DE OLIVA 500ml,1.111111,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,sal,1.666667,ABA_RECEITA
ccs,Sopa de Chuchu com Bacon Saudável 400g,9.0,tempero a gosto,4.444444,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,PEITO DE FRANGO SEM OSSO E SEM PELE,100.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,ABÓBORA CABOTIÃ,300.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,COUVE  FLOR 250g,50.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,BRÓCOLIS 250g,50.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,CEBOLA 258g,25.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,CENOURA 200g,12.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,azeite de oliva 500ml,3.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,NOZ MOSCADA (EM GRÃO),1.5,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,agua filtrada 20l,100.0,ABA_RECEITA
ccs,Sopa Detox de Frango com abóbora 400g,10.0,sal,1.5,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,PEITO DE FRANGO SEM OSSO E SEM PELE,100.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,ABÓBORA CABOTIÃ,300.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,COUVE  FLOR 250g,80.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,BRÓCOLIS 250g,80.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,CEBOLA 258g,25.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,CENOURA 200g,30.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,agua filtrada 20l,100.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,azeite de oliva 500ml,3.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,pimenta preta,1.0,ABA_RECEITA
ccs,Sopa Verde 400g,10.0,sal,1.5,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,PEITO DE FRANGO SEM OSSO E SEM PELE,85.714286,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,MANDIOCA,285.714286,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,PIMENTÃO VERDE 227g,28.571429,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,CEBOLA 258g,57.142857,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,ALHO 65g,28.571429,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,TOMATE CARMEM 330g,57.142857,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,sal,1.428571,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,tempero a gosto,5.714286,ABA_RECEITA
ccs,Caldo cremoso de mandioca com frango 400g,7.0,AZEITE DE OLIVA 500ml,2.857143,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,PEITO DE FRANGO SEM OSSO E SEM PELE,100.0,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,ALHO 65g,3.571429,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,CEBOLA 258g,57.142857,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,MILHO VERDE ESPIGA 700g,171.428571,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,sal,2.142857,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,tempero a gosto,5.714286,ABA_RECEITA
ccs,Caldo de Frango com Milho 400g,7.0,azeite de oliva 500ml,2.857143,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,MANDIOCA,222.222222,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,"Carne seca Caseira 1,200Kg",55.555556,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,COUVE  FLOR 250g,33.333333,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,CEBOLA 258g,33.333333,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,ALHO 65g,2.222222,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,AZEITE DE OLIVA 500ml,2.222222,ABA_RECEITA
ccs,Caldo de Mandioca com Carne Seca 400g,9.0,agua filtrada 20l,222.222222,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,MANDIOQUINHA 150g,125.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,ABOBRINHA,90.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,CEBOLA 258g,50.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,ALHO 65g,6.25,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,PEITO DE FRANGO SEM OSSO E SEM PELE,75.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,COUVE  FLOR 250g,50.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,AZEITE DE OLIVA 500ml,5.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,sal,3.75,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,tempero a gosto,10.0,ABA_RECEITA
ccs,"Caldo de mandioquinha, couve e cubos de frango grelhado 400g",4.0,AGUA FILTRADA 20l,250.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,MANDIOCA,130.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,PALETA BOVINA,140.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,ALHO 65g,2.5,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,AZEITE DE OLIVA 500ml,2.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,CEBOLA 258g,40.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,sal,1.5,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,tempero a gosto,4.0,ABA_RECEITA
ccs,Caldo de Vaca Atolada 400g,10.0,AGUA FILTRADA 20l,100.0,ABA_RECEITA
ccs,Caldo verde 400g,7.0,BATATA INGLESA,120.0,ABA_RECEITA
ccs,Caldo verde 400g,7.0,CHUCHU 494g,57.142857,ABA_RECEITA
ccs,Caldo verde 400g,7.0,CEBOLA 258g,28.571429,ABA_RECEITA
ccs,Caldo verde 400g,7.0,COUVE  FLOR 250g,50.0,ABA_RECEITA
ccs,Caldo verde 400g,7.0,sal,1.428571,ABA_RECEITA
ccs,Caldo verde 400g,7.0,pimenta preta,1.428571,ABA_RECEITA
ccs,Caldo verde 400g,7.0,ALHO EM PÓ,1.428571,ABA_RECEITA
ccs,Caldo verde 400g,7.0,agua filtrada 20l,142.857143,ABA_RECEITA
ccs,Caldo verde 400g,7.0,PATINHO (CARNE MOIDA),71.428571,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,TOMATE CARMEM 330g,111.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,CEBOLA 258g,2.222222,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,MANJERICÃO maço 50g,1.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,agua filtrada 20l,111.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,LENTLHA (CANADENSE),144.444444,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,azeite de oliva 500ml,6.666667,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,sal,1.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,pimenta preta,1.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,NOZ MOSCADA (EM GRÃO),1.111111,ABA_RECEITA
ccs,Sopa de Lentilha com Tomates 400g,9.0,tomilho,1.111111,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,COUVE  FLOR 250g,70.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,BRÓCOLIS 250g,70.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,ABOBRINHA,30.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,CENOURA 200g,60.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,INHAME 155g,40.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,50.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,CEBOLA 258g,40.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,ALHO 65g,3.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,AZEITE DE OLIVA 500ml,2.0,ABA_RECEITA
ccs,Sopa de legumes com macarrão integal 400g,10.0,sal,1.5,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,PEITO DE FRANGO SEM OSSO E SEM PELE,70.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,CENOURA 200g,150.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,ABOBRINHA,170.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,ALHO 65g,1.5,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,CEBOLA 258g,25.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,MANJERICÃO maço 50g,1.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,AZEITE DE OLIVA 500ml,1.5,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,GERGELIM,2.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,PIMENTA BRANCA 110G,1.0,ABA_RECEITA
ccs,Caldo de cenoura e abobrinha com frango 400g,10.0,SAL,1.5,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,FARINHA DE AVEIA,250.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,FARINHA DE TRIGO INTEGRAL,250.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,OLEO DE COCO copra 200ml,45.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,CACAU 100% BARRA,280.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,OVOS,90.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,AÇUCAR DE CÔCO,125.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,AÇUCAR DEMERARA,170.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,agua filtrada 20l,250.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,"Bolo Chocolatudo (sem leite, sem lactose, integral) 1600Kg",1.0,Leite de Côco 450ml,400.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,BANANA VERDE NANICA 200g,400.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,FARINHA DE AVEIA,375.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,OLEO DE COCO copra 200ml,70.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,AVEIA EM FLOCOS FINOS Nº 3,125.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,UVA PASSAS SEM SEMENTE (flame),250.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,OVOS,240.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,CANELA EM PÓ (SEM MISTURA),15.0,ABA_RECEITA
Sobremesa,"Bolo de banana (sem leite, sem lactose, integral e sem açúcar)  1400Kg",1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,OVOS,90.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,OLEO DE COCO copra 200ml,30.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,AÇUCAR DEMERARA,375.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,FARINHA DE TRIGO INTEGRAL RENATA,375.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,FARINHA DE AMENDOAS,125.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,CANELA EM PÓ (SEM MISTURA),5.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,Leite de Côco 450ml,725.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,EXTRATO DE BAUNILHA (BOMBAY EXTRATO NATURAL DE BAUNILHA),2.0,ABA_RECEITA
Sobremesa,"Bolo de churros (sem leite, sem lactose, integral) 1600Kg",1.0,SAL,10.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,CENOURA 200g,200.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,OVOS,240.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,FARINHA DE ARROZ,250.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,FÉCULA DE BATATA,125.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,POLVILHO DOCE,125.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,GOMA XANTANA,5.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,OLEO DE COCO copra 200ml,155.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,AÇUCAR DEMERARA,125.0,ABA_RECEITA
Sobremesa,"Bolo de Cenoura (sem leite, sem lactose, integral)  1800kg",1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,OVOS,240.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,Leite de Amêndoas 500ml,250.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,AÇUCAR DEMERARA,155.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,OLEO DE COCO copra 200ml,140.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,FARINHA DE AVEIA,545.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,UVA VERDE SEM SEMENTE 500g ITALIA,100.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,CANELA EM PÓ (SEM MISTURA),20.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,EXTRATO DE BAUNILHA (BOMBAY EXTRATO NATURAL DE BAUNILHA),5.0,ABA_RECEITA
Sobremesa,"Bolo Cuca de Uva (sem leite, sem lactose, integral) 1400Kg",1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,FARINHA DE ARROZ,250.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,AVEIA EM FLOCOS FINOS Nº 3,250.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,AMIDO DE MILHO,125.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,Laranja,500.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,RASPA DE CASCA DE LARANJA,60.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,OVOS,240.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,OLEO DE COCO copra 200ml,125.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,AÇUCAR DEMERARA,170.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,FERMENTO EM PÓ ROYAL,15.0,ABA_RECEITA
Sobremesa,Bolo de Laranja (sem leite e sem lactose) 1700Kg,1.0,Leite de Côco 450ml,150.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,OVOS,180.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,AÇUCAR DEMERARA,155.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,OLEO DE COCO copra 200ml,70.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,IOGURTE DESNATADO NESTLE 160g,200.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,LIMÃO TAHITI 120g,225.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,FARINHA DE ARROZ,125.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,AMIDO DE MILHO,140.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,POLVILHO DOCE,75.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,FERMENTO EM PÓ ROYAL,8.0,ABA_RECEITA
Sobremesa,Bolo de Limão (Fit)1500g,1.0,RASPA DE CASCA DE LIMÃO,30.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,OVOS,240.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,AÇUCAR DEMERARA,250.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,OLEO DE COCO copra 200ml,125.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,FLOCOS DE MILHO (CEREAL SEM AÇUCAR),250.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,Leite de Côco 450ml,200.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,ERVA DOCE,10.0,ABA_RECEITA
Sobremesa,"Bolo de milho com erva docê (sem glúten, sem leite, sem lactose) 1200Kg",1.0,"MILHO quero 1,700kg",170.0,ABA_RECEITA
Sobremesa,"Cupcake de Prestígio (sem glúten, sem leite, sem lactose) 140g cada",12.0,OVOS,20.0,ABA_RECEITA
Sobremesa,"Cupcake de Prestígio (sem glúten, sem leite, sem lactose) 140g cada",12.0,OLEO DE COCO copra 200ml,3.75,ABA_RECEITA
Sobremesa,"Cupcake de Prestígio (sem glúten, sem leite, sem lactose) 140g cada",12.0,FARINHA DE CÔCO,5.0,ABA_RECEITA
Sobremesa,"Cupcake de Prestígio (sem glúten, sem leite, sem lactose) 140g cada",12.0,FARINHA DE ARROZ,7.5,ABA_RECEITA
